base_code,rate_code_name,discount_pct,stratum,promoted_rows,promoted_avg_units_row,promoted_avg_revenue_row,promoted_contribution_per_cup,promoted_units,standard_rows,standard_avg_units_row,standard_avg_revenue_row,standard_contribution_per_cup,standard_units,association_units_lift_pct,contribution_per_cup_delta_thb,has_standard_comparator
RC101,Bundle Deal,0.15,Guava|GB|2|2025-10,34,3.823529411764706,159.25,11.214,130,103,3.0194174757281553,147.95145631067962,16.248745980707398,311,0.26631359939474186,-5.034745980707397,True
RC101,Bundle Deal,0.15,Guava|GB|2|2025-12,42,5.142857142857143,214.2,11.044000000000002,216,194,3.3608247422680413,164.68041237113403,16.955352760736197,652,0.5302366345311131,-5.911352760736195,True
RC101,Bundle Deal,0.15,Guava|GB|3|2026-05,42,5.119047619047619,213.20833333333334,10.564000000000004,215,116,3.7327586206896552,182.9051724137931,16.38879907621247,433,0.3713845815462442,-5.824799076212468,True
RC101,Bundle Deal,0.15,Guava|GB|6|2026-01,39,5.641025641025641,234.94871794871796,11.054000000000002,220,113,4.345132743362832,212.91150442477877,16.946924643584524,491,0.29824011697738784,-5.8929246435845215,True
RC101,Bundle Deal,0.15,Guava|LM|0|2025-10,66,3.803030303030303,158.3962121212121,8.715000000000002,251,70,2.7857142857142856,136.5,13.495692307692309,195,0.3651903651903654,-4.780692307692307,True
RC101,Bundle Deal,0.15,Guava|LM|2|2025-10,39,4.358974358974359,181.55128205128204,8.715000000000002,170,176,3.085227272727273,151.17613636363637,13.333259668508287,543,0.4128535675496998,-4.618259668508285,True
RC101,Bundle Deal,0.15,Guava|LM|2|2025-12,39,4.230769230769231,176.21153846153845,8.545000000000002,165,116,3.3017241379310347,161.7844827586207,13.857832898172326,383,0.2813818035750151,-5.312832898172324,True
RC101,Bundle Deal,0.15,Guava|LM|3|2026-04,85,8.952941176470588,372.89000000000004,7.825,761,176,4.886363636363637,239.4318181818182,13.898116279069768,860,0.8322298221614226,-6.073116279069768,True
RC101,Bundle Deal,0.15,Guava|LM|3|2026-05,36,4.916666666666667,204.77916666666667,8.065000000000001,177,119,4.260504201680672,208.76470588235293,13.417258382642999,507,0.15401051939513488,-5.352258382642997,True
RC101,Bundle Deal,0.15,Guava|LM|6|2026-01,34,5.382352941176471,224.17499999999998,8.555,183,115,3.608695652173913,176.82608695652175,14.11209638554217,415,0.49149539333805814,-5.55709638554217,True
RC101,Bundle Deal,0.15,MixedBerryPremium|GB|0|2026-06,36,2.3333333333333335,176.51666666666668,3.1940000000000026,84,103,1.8932038834951457,168.49514563106797,8.513282051282053,195,0.23247863247863254,-5.31928205128205,True
RC101,Bundle Deal,0.15,MixedBerryPremium|GB|1|2026-05,36,2.5277777777777777,191.2263888888889,5.494000000000001,91,90,2.488888888888889,221.51111111111112,15.20857142857143,224,0.015625,-9.714571428571428,True
RC101,Bundle Deal,0.15,MixedBerryPremium|GB|1|2026-06,25,2.72,205.768,0.6040000000000001,68,77,1.7142857142857142,152.57142857142858,10.065303030303031,132,0.5866666666666669,-9.461303030303032,True
RC101,Bundle Deal,0.15,MixedBerryPremium|GB|4|2026-03,36,3.4166666666666665,258.47083333333336,7.744000000000001,123,76,3.1447368421052633,279.88157894736844,18.489330543933058,239,0.08647140864714076,-10.745330543933058,True
RC101,Bundle Deal,0.15,MixedBerryPremium|GB|4|2026-05,26,2.5,189.125,5.393999999999998,65,130,2.5846153846153848,230.03076923076924,15.638690476190478,336,-0.032738095238095344,-10.24469047619048,True
RC101,Bundle Deal,0.15,MixedBerryPremium|GB|5|2026-04,53,4.584905660377358,346.84811320754716,9.043999999999999,243,72,3.0416666666666665,270.7083333333333,16.7824200913242,219,0.5073662445076246,-7.738420091324203,True
RC101,Bundle Deal,0.15,MixedBerryPremium|GB|6|2026-07,26,2.6153846153846154,197.85384615384615,-0.9759999999999982,68,38,2.026315789473684,180.3421052631579,9.121168831168834,77,0.29070929070929075,-10.097168831168833,True
RC101,Bundle Deal,0.15,MixedBerryPremium|LM|0|2026-06,13,2.769230769230769,209.4923076923077,-1.3449999999999962,36,109,1.7339449541284404,154.32110091743118,5.015714285714284,189,0.597069597069597,-6.36071428571428,True
RC101,Bundle Deal,0.15,MixedBerryPremium|LM|1|2026-05,37,2.891891891891892,218.77162162162162,0.9550000000000016,107,23,2.5652173913043477,228.30434782608697,8.550000000000002,59,0.12734768666972074,-7.595000000000001,True
RC101,Bundle Deal,0.15,MixedBerryPremium|LM|1|2026-06,24,2.375,179.66875000000002,-3.934999999999999,57,134,1.9029850746268657,169.36567164179104,4.8836078431372565,255,0.24803921568627452,-8.818607843137256,True
RC101,Bundle Deal,0.15,MixedBerryPremium|LM|4|2026-03,39,4.897435897435898,370.49102564102566,3.205000000000001,191,144,3.0277777777777777,269.47222222222223,12.891077981651376,436,0.6175017642907552,-9.686077981651376,True
RC101,Bundle Deal,0.15,MixedBerryPremium|LM|4|2026-05,31,3.806451612903226,287.95806451612907,0.8550000000000001,118,126,2.492063492063492,221.79365079365078,9.92579617834395,314,0.5274296281076638,-9.070796178343949,True
RC101,Bundle Deal,0.15,MixedBerryPremium|LM|4|2026-06,49,2.326530612244898,176.00204081632654,-5.514999999999996,114,68,1.838235294117647,163.60294117647058,5.614239999999999,125,0.2656326530612245,-11.129239999999996,True
RC101,Bundle Deal,0.15,MixedBerryPremium|LM|5|2026-04,15,2.066666666666667,156.34333333333333,4.504999999999999,31,65,2.753846153846154,245.09230769230768,11.986536312849166,179,-0.24953445065176905,-7.481536312849167,True
RC101,Bundle Deal,0.15,MixedBerryPremium|LM|6|2026-07,30,2.2666666666666666,171.47333333333333,-5.514999999999997,68,105,1.9619047619047618,174.6095238095238,2.6280582524271865,206,0.15533980582524265,-8.143058252427183,True
RC101,Bundle Deal,0.15,PassionFruit|GB|2|2026-06,38,3.9473684210526314,218.0921052631579,2.24,150,55,2.7818181818181817,180.8181818181818,9.8140522875817,153,0.41898864809081515,-7.574052287581699,True
RC101,Bundle Deal,0.15,PassionFruit|GB|4|2026-04,70,5.014285714285714,277.0392857142857,10.360000000000003,351,52,3.423076923076923,222.5,19.624943820224722,178,0.46484751203852337,-9.264943820224719,True
RC101,Bundle Deal,0.15,PassionFruit|GB|4|2026-07,54,3.0555555555555554,168.81944444444446,1.5999999999999996,165,92,2.510869565217391,163.20652173913044,10.313376623376625,231,0.21693121693121697,-8.713376623376625,True
RC101,Bundle Deal,0.15,PassionFruit|LM|1|2025-10,63,3.3333333333333335,184.16666666666666,9.065000000000001,210,49,2.6530612244897958,172.44897959183675,15.456384615384616,130,0.2564102564102566,-6.391384615384615,True
RC101,Bundle Deal,0.15,PassionFruit|LM|1|2026-02,72,4.125,227.90625,6.955000000000001,297,86,3.13953488372093,204.06976744186048,14.489333333333333,270,0.3138888888888889,-7.534333333333332,True
RC101,Bundle Deal,0.15,PassionFruit|LM|1|2026-07,66,3.106060606060606,171.6098484848485,0.21500000000000008,205,118,2.635593220338983,171.3135593220339,5.495819935691319,311,0.1785053103381078,-5.280819935691319,True
RC101,Bundle Deal,0.15,PassionFruit|LM|2|2026-06,33,3.1515151515151514,174.12121212121212,-1.0749999999999995,104,148,2.641891891891892,171.72297297297297,6.1213043478260865,391,0.19290087576532566,-7.196304347826086,True
RC101,Bundle Deal,0.15,PassionFruit|LM|4|2026-03,71,4.098591549295775,226.44718309859155,8.835,291,121,3.3636363636363638,218.63636363636363,15.362137592137593,407,0.2185001903311763,-6.527137592137592,True
RC101,Bundle Deal,0.15,PassionFruit|LM|4|2026-07,19,3.0,165.75,-1.7150000000000005,57,174,2.5517241379310347,165.86206896551724,6.032590090090091,444,0.17567567567567566,-7.747590090090092,True
RC101,Bundle Deal,0.15,Pineapple|GB|1|2026-07,19,6.684210526315789,278.39736842105265,10.104000000000001,127,19,2.6315789473684212,128.94736842105263,15.85,50,1.5399999999999996,-5.745999999999999,True
RC101,Bundle Deal,0.15,Pineapple|GB|4|2025-09,62,5.225806451612903,217.65483870967742,10.774,324,140,4.142857142857143,203.0,15.600862068965517,580,0.261401557285873,-4.826862068965518,True
RC101,Bundle Deal,0.15,Pineapple|GB|5|2026-04,21,8.666666666666666,360.9666666666667,12.674000000000001,182,70,8.157142857142857,399.7,19.0,571,0.0624635143023935,-6.325999999999999,True
RC101,Bundle Deal,0.15,Pineapple|LM|1|2026-07,59,5.423728813559322,225.89830508474577,7.6049999999999995,320,128,4.890625,239.640625,13.367571884984025,626,0.10900525261276872,-5.762571884984026,True
RC101,Bundle Deal,0.15,Pineapple|LM|4|2025-09,21,7.571428571428571,315.35,8.274999999999999,159,94,4.48936170212766,219.9787234042553,12.95462085308057,422,0.6865267433987812,-4.679620853080571,True
RC101,Bundle Deal,0.15,Pineapple|LM|5|2026-04,62,9.661290322580646,402.39274193548385,10.175,599,104,6.759615384615385,331.22115384615387,15.855846372688477,703,0.4292662781627128,-5.680846372688476,True
RC101,Bundle Deal,0.15,Watermelon|GB|0|2026-05,45,11.422222222222222,436.9,11.21,514,111,10.027027027027026,451.2162162162162,16.05587601078167,1113,0.13914345612458834,-4.845876010781669,True
RC101,Bundle Deal,0.15,Watermelon|GB|3|2025-11,45,7.688888888888889,294.1,10.370000000000001,346,109,7.944954128440367,357.5229357798165,15.05133949191686,866,-0.032229920451629424,-4.681339491916859,True
RC101,Bundle Deal,0.15,Watermelon|GB|4|2025-09,62,7.580645161290323,289.9596774193548,10.39,470,145,6.696551724137931,301.3448275862069,15.213347064881567,971,0.13202219195375564,-4.823347064881567,True
RC101,Bundle Deal,0.15,Watermelon|GB|6|2026-02,42,11.428571428571429,437.14285714285717,10.180000000000001,480,85,9.6,432.0,15.465257352941178,816,0.19047619047619047,-5.285257352941176,True
RC101,Bundle Deal,0.15,Watermelon|GB|6|2026-05,24,15.208333333333334,581.71875,10.89,365,173,9.867052023121387,444.01734104046244,16.16088459285296,1707,0.541324936535833,-5.270884592852958,True
RC101,Bundle Deal,0.15,Watermelon|LM|0|2026-05,45,13.488888888888889,515.95,8.915,607,159,7.930817610062893,356.8867924528302,13.274718477398892,1261,0.7008194554586307,-4.359718477398893,True
RC101,Bundle Deal,0.15,Watermelon|LM|2|2026-02,86,10.244186046511627,391.8401162790698,7.815,881,128,7.6875,345.9375,12.482439024390244,984,0.33257704670069943,-4.6674390243902435,True
RC101,Bundle Deal,0.15,Watermelon|LM|3|2025-11,45,10.733333333333333,410.55,8.075000000000001,483,140,6.371428571428571,286.7142857142857,12.402511210762333,892,0.6846038863976083,-4.3275112107623315,True
RC101,Bundle Deal,0.15,Watermelon|LM|3|2026-07,83,7.518072289156627,287.56626506024094,7.965000000000002,624,145,6.075862068965518,273.41379310344826,12.707877412031781,881,0.23736717585438227,-4.742877412031779,True
RC101,Bundle Deal,0.15,Watermelon|LM|4|2025-09,23,9.08695652173913,347.57608695652175,8.095,209,102,5.352941176470588,240.88235294117646,12.435494505494507,546,0.6975633062589586,-4.340494505494506,True
RC101,Bundle Deal,0.15,Watermelon|LM|4|2025-12,85,9.647058823529411,369.0,7.645,820,108,7.537037037037037,339.1666666666667,12.335749385749388,814,0.2799537505419858,-4.690749385749388,True
RC101,Bundle Deal,0.15,Watermelon|LM|6|2026-02,43,11.209302325581396,428.75581395348837,7.885000000000001,482,173,7.838150289017341,352.71676300578036,12.707101769911503,1356,0.4300953556973315,-4.8221017699115025,True
RC101,Bundle Deal,0.15,Watermelon|LM|6|2026-05,66,12.227272727272727,467.6931818181818,8.595,807,181,10.044198895027625,451.9889502762431,13.343019801980198,1818,0.2173467346734672,-4.748019801980197,True
RC102,Double Day New User,0.2,Guava|GB|0|2026-02,19,6.315789473684211,247.57894736842104,9.922,120,131,3.8091603053435112,186.64885496183206,17.237134268537073,499,0.6580529480012658,-7.315134268537072,True
RC102,Double Day New User,0.2,Guava|GB|1|2025-09,33,5.454545454545454,213.8181818181818,8.822000000000001,180,73,3.4657534246575343,169.82191780821918,16.682845849802373,253,0.5738411785842614,-7.860845849802372,True
RC102,Double Day New User,0.2,Guava|GB|1|2025-11,31,5.129032258064516,201.05806451612904,8.932,159,150,3.54,173.46,17.12286252354049,531,0.4488791689447784,-8.19086252354049,True
RC102,Double Day New User,0.2,Guava|GB|1|2026-03,20,4.4,172.48,9.382,88,133,4.037593984962406,197.8421052631579,16.605996275605214,537,0.08975791433892,-7.223996275605215,True
RC102,Double Day New User,0.2,Guava|GB|1|2026-05,75,6.906666666666666,270.74133333333333,8.581999999999999,518,109,3.7339449541284404,182.96330275229357,16.706167076167077,407,0.8496969696969696,-8.124167076167078,True
RC102,Double Day New User,0.2,Guava|GB|1|2026-07,37,4.702702702702703,184.34594594594594,7.731999999999998,174,85,2.9529411764705884,144.69411764705882,15.211394422310759,251,0.5925487240228275,-7.479394422310761,True
RC102,Double Day New User,0.2,Guava|GB|4|2025-10,16,3.5625,139.65,8.442000000000002,57,83,2.5421686746987953,124.56626506024097,16.27407582938389,211,0.40136255924170605,-7.8320758293838875,True
RC102,Double Day New User,0.2,Guava|GB|4|2025-12,55,5.836363636363636,228.78545454545457,9.942000000000002,321,75,3.4133333333333336,167.25333333333333,16.539804687500002,256,0.709872159090909,-6.5978046875,True
RC102,Double Day New User,0.2,Guava|GB|5|2026-06,18,6.055555555555555,237.3777777777778,7.911999999999999,109,60,3.9833333333333334,195.18333333333334,14.965020920502093,239,0.5202231520223151,-7.053020920502094,True
RC102,Double Day New User,0.2,Guava|GB|5|2026-08,53,6.584905660377358,258.1283018867924,8.702000000000002,349,102,3.215686274509804,157.5686274509804,15.64951219512195,328,1.047745052922227,-6.9475121951219485,True
RC102,Double Day New User,0.2,Guava|LM|0|2026-02,54,6.055555555555555,237.37777777777777,7.570000000000002,327,93,3.2795698924731185,160.69892473118279,14.283344262295083,305,0.8464480874316938,-6.713344262295081,True
RC102,Double Day New User,0.2,Guava|LM|1|2025-09,35,4.571428571428571,179.2,6.4700000000000015,160,211,2.867298578199052,140.49763033175356,13.513272727272728,605,0.5943329397874852,-7.0432727272727265,True
RC102,Double Day New User,0.2,Guava|LM|1|2025-11,37,5.216216216216216,204.4756756756757,6.580000000000002,193,72,3.5555555555555554,174.22222222222223,14.261640625,256,0.46706081081081074,-7.681640624999998,True
RC102,Double Day New User,0.2,Guava|LM|1|2026-03,61,7.163934426229508,280.8262295081967,7.03,437,169,3.8461538461538463,188.46153846153845,13.9458,650,0.8626229508196721,-6.9158,True
RC102,Double Day New User,0.2,Guava|LM|1|2026-07,37,6.1891891891891895,242.6162162162162,5.379999999999999,229,123,3.3252032520325203,162.9349593495935,12.305525672371639,409,0.8612965043282892,-6.92552567237164,True
RC102,Double Day New User,0.2,Guava|LM|3|2026-01,70,6.442857142857143,252.56,7.45,451,205,3.4341463414634146,168.27317073170732,13.885468750000001,704,0.8761160714285716,-6.435468750000001,True
RC102,Double Day New User,0.2,Guava|LM|4|2025-10,56,5.839285714285714,228.9,6.090000000000002,327,128,3.234375,158.484375,13.548550724637682,414,0.805383022774327,-7.45855072463768,True
RC102,Double Day New User,0.2,Guava|LM|4|2025-12,18,6.333333333333333,248.26666666666668,7.590000000000002,114,151,3.370860927152318,165.17218543046357,13.600471512770138,509,0.8788474132285526,-6.0104715127701365,True
RC102,Double Day New User,0.2,Guava|LM|5|2026-04,80,8.7375,342.51,7.250000000000001,699,83,4.686746987951807,229.65060240963857,13.093136246786631,389,0.8642994858611828,-5.843136246786631,True
RC102,Double Day New User,0.2,Guava|LM|5|2026-06,56,5.839285714285714,228.9,5.56,327,162,3.04320987654321,149.1172839506173,12.475050709939149,493,0.9187916545928716,-6.915050709939149,True
RC102,Double Day New User,0.2,Guava|LM|5|2026-08,16,5.875,230.3,6.3500000000000005,94,171,3.3976608187134505,166.48538011695908,12.728502581755595,581,0.7291308089500859,-6.378502581755595,True
RC102,Double Day New User,0.2,MixedBerryPremium|GB|1|2026-03,35,6.6571428571428575,473.9885714285714,5.422000000000002,233,168,3.3511904761904763,298.2559523809524,18.042326820603908,563,0.9865008880994672,-12.620326820603905,True
RC102,Double Day New User,0.2,MixedBerryPremium|GB|1|2026-07,24,3.7916666666666665,269.96666666666664,-5.757999999999996,91,76,1.8289473684210527,162.77631578947367,9.163309352517986,139,1.0731414868105515,-14.921309352517982,True
RC102,Double Day New User,0.2,MixedBerryPremium|GB|5|2026-04,15,3.466666666666667,246.82666666666668,5.4920000000000035,52,72,3.0416666666666665,270.7083333333333,16.7824200913242,219,0.13972602739726048,-11.290420091324197,True
RC102,Double Day New User,0.2,MixedBerryPremium|GB|5|2026-06,48,4.25,302.59999999999997,-0.18799999999999661,204,81,2.1604938271604937,192.28395061728395,10.692857142857141,175,0.9671428571428573,-10.880857142857138,True
RC102,Double Day New User,0.2,MixedBerryPremium|GB|5|2026-08,16,3.25,231.4,-8.287999999999997,52,103,1.6990291262135921,151.2135922330097,1.534857142857143,175,0.912857142857143,-9.82285714285714,True
RC102,Double Day New User,0.2,MixedBerryPremium|LM|1|2026-03,37,6.4324324324324325,457.9891891891892,1.1500000000000028,238,111,2.8468468468468466,253.36936936936937,13.080506329113925,316,1.259493670886076,-11.930506329113923,True
RC102,Double Day New User,0.2,MixedBerryPremium|LM|1|2026-05,65,4.061538461538461,289.1815384615384,-2.2600000000000007,264,23,2.5652173913043477,228.30434782608697,8.550000000000002,59,0.5833116036505868,-10.810000000000002,True
RC102,Double Day New User,0.2,MixedBerryPremium|LM|1|2026-07,23,3.260869565217391,232.17391304347825,-10.029999999999996,75,65,1.7230769230769232,153.35384615384615,4.171785714285716,112,0.8924689440993787,-14.201785714285712,True
RC102,Double Day New User,0.2,MixedBerryPremium|LM|5|2026-04,51,5.450980392156863,388.1098039215686,1.220000000000004,278,65,2.753846153846154,245.09230769230768,11.986536312849166,179,0.9794062876547267,-10.766536312849162,True
