month,kitchen,units_sold,gross_revenue_thb,sold_fruit_cost_thb,sold_packaging_cost_thb,sold_labor_cost_thb,commission_thb,product_margin_thb,contribution_before_waste_thb,units_wasted,waste_cost_thb,contribution_after_waste_thb,realized_price_thb,revenue_per_cup_thb,fruit_cost_per_cup_thb,packaging_cost_per_cup_thb,labor_cost_per_cup_thb,commission_per_cup_thb,contribution_before_waste_per_cup_thb,contribution_after_waste_per_cup_thb,product_margin_pct,contribution_margin_pct,contribution_after_waste_margin_pct,waste_cost_pct_revenue,waste_rate,fixed_monthly_overhead_thb,modeled_operating_result_thb,operating_margin_pct
2025-09-01,BKK_Ladprao,5961,285858.45,61037.46,35766,31094.0,77708.3592,157960.99,80252.6308,467.0,8256.86,71995.7708,47.954781077000504,47.954781077000504,10.239466532460996,6.0,5.216238886092937,13.036128032209362,13.462947626237208,12.07780083878544,0.5525846446029494,0.28074255212676064,0.2518581164908716,0.028884435635889022,0.07265090230242688,140000.0,-68004.2292,-0.23789476644821939
2025-09-01,BKK_Sukhumvit,9919,478129.14,102401.69,59514,51838.5,130909.5192,264374.95,133465.4308,457.0,8189.9,125275.53080000001,48.20336122593003,48.20336122593003,10.323791712874282,6.0,5.226182074805928,13.197854541788486,13.455532896461337,12.6298549047283,0.5529362841177177,0.27914096764735985,0.26201191335043916,0.0171290542969207,0.04404394757131843,200000.0,-74724.46919999999,-0.15628511828415226
2025-09-01,Pattaya_Beach,10997,528874.19,112779.19,65982,57394.0,141559.4736,292719.0,151159.5264,445.0,7814.13,143345.3964,48.0925879785396,48.0925879785396,10.255450577430208,6.0,5.219059743566427,12.872553751023005,13.74552390651996,13.034954660361917,0.5534756763229456,0.285813770568006,0.27103874439401177,0.014775026173994236,0.03889180213249432,150000.0,-6654.603600000002,-0.012582583392848123
2025-09-01,Pattaya_Central,12863,620499.36,132732.88,77178,67220.0,168961.6008,343368.48,174406.8792,578.0,10394.77,164012.1092,48.23908574982508,48.23908574982508,10.318967581435125,6.0,5.225841561066625,13.135473901889139,13.558802705434191,12.750688735131774,0.5533744305554159,0.2810750347913332,0.26432276932566057,0.01675226546567268,0.04300275277137118,180000.0,-15987.890799999994,-0.025766168074693896
2025-10-01,BKK_Ladprao,6089,294485.93,61740.3,36534,31792.5,80222.3316,164419.13,84196.7984,445.0,7782.74,76414.0584,48.36359500739037,48.36359500739037,10.139645261947775,6.0,5.221300706191493,13.174960026276894,13.827689012974215,12.54952511085564,0.5583259274899823,0.2859111075357658,0.25948288395306357,0.026428223582702238,0.06810529537802265,140000.0,-63585.941600000006,-0.2159218323265903
2025-10-01,BKK_Sukhumvit,10197,493424.09,103474.2,61182,53237.5,132818.9532,275530.39,142711.4368,467.0,8164.05,134547.3868,48.38914288516231,48.38914288516231,10.147513974698441,6.0,5.220898303422575,13.025296969696969,13.995433637344316,13.194801098362264,0.5584048196755047,0.2892267315120346,0.2726810253629895,0.016545706149045134,0.04379219804951238,200000.0,-65452.61319999999,-0.13264981286179195
2025-10-01,Pattaya_Beach,11155,541195.7,113739.14,66930,58348.5,148486.4724,302178.06,153691.5876,502.0,8771.37,144920.2176,48.51597489914836,48.51597489914836,10.196247422680413,6.0,5.230703720304796,13.311203263110713,13.777820493052443,12.991503146571045,0.5583526624472441,0.2839852341768421,0.2677778437633559,0.01620739041348629,0.04306425323839753,150000.0,-5079.782399999996,-0.009386220917867597
2025-10-01,Pattaya_Central,13165,638108.77,134270.55,78990,68783.0,176252.8686,356065.22000000003,179812.3514,622.0,10891.39,168920.96140000003,48.47009266995823,48.47009266995823,10.199054310672237,6.0,5.224686669198633,13.3879884998101,13.658363190277251,12.831064291682493,0.5580008248437018,0.28178950024460564,0.26472126593715367,0.017068234307452003,0.0451149633712918,180000.0,-11079.03859999997,-0.017362304235373494
2025-11-01,BKK_Ladprao,6635,324687.0,67189.59,39810,34685.5,87579.204,183001.91,95422.706,485.0,8478.65,86944.05600000001,48.935493594574226,48.935493594574226,10.126539562923888,6.0,5.227656367746797,13.199578598342125,14.381719065561418,13.103851695553884,0.563625614822891,0.2938913661464734,0.26777806318084807,0.026113302965625355,0.06811797752808989,140000.0,-53055.94399999999,-0.16340643142472594
2025-11-01,BKK_Sukhumvit,11449,558607.3,115220.55,68694,59755.5,152749.392,314937.25,162187.858,538.0,9250.7,152937.158,48.790924971613244,48.790924971613244,10.063809066294,6.0,5.21927679273299,13.341723469298628,14.166115643287624,13.358123678923922,0.56379007220278,0.29034324828909325,0.27378295629147703,0.016560291997616213,0.04488195545173938,200000.0,-47062.842000000004,-0.08425031681469254
2025-11-01,Pattaya_Beach,12826,628300.3,130200.0,76956,67062.5,172463.97,354081.8,181617.83000000002,606.0,10533.4,171084.43000000002,48.98645719631998,48.98645719631998,10.151255262747544,6.0,5.228637143302667,13.446434585997194,14.160130204272573,13.338876500857635,0.5635550388882513,0.28906214114492707,0.2722972279338399,0.016764913211087116,0.045116140559857056,150000.0,21084.430000000022,0.033557886252799846
2025-11-01,Pattaya_Central,15162,743121.45,153498.05,90972,79215.5,202008.735,419435.9,217427.165,703.0,12188.72,205238.445,49.01209932726553,49.01209932726553,10.123865585015169,6.0,5.2246075715604805,13.323356747130985,14.340269423558897,13.536370201820342,0.5644244288736384,0.2925863127756574,0.2761842562881209,0.016402056487536457,0.04431137724550898,180000.0,25238.445000000007,0.03396274592800411
2025-12-01,BKK_Ladprao,7338,359988.65,75455.96,44028,38396.0,100380.12299999999,202108.69,101728.56700000001,537.0,9369.880000000001,92358.687,49.05814254565277,49.05814254565277,10.282905423821205,6.0,5.232488416462251,13.679493458708095,13.863255246661216,12.586356909239576,0.5614307284410216,0.2825882621577097,0.25655999709990857,0.02602826505780113,0.06819047619047619,140000.0,-47641.312999999995,-0.1323411529780175
2025-12-01,BKK_Sukhumvit,12354,603659.8,126344.62,74124,64582.0,164866.911,338609.18,173742.269,561.0,9585.92,164156.349,48.86350979439858,48.86350979439858,10.227021207706006,6.0,5.22761858507366,13.345225109276347,14.06364489234256,13.287708353569693,0.5609271646049645,0.2878148735430121,0.2719352009194582,0.015879672623553862,0.043437862950058075,200000.0,-35843.65100000001,-0.05937723698016666
2025-12-01,Pattaya_Beach,13620,664354.25,138129.39,81720,71109.0,183999.06,373395.86,189396.80000000002,622.0,10806.0,178590.80000000002,48.77784508076358,48.77784508076358,10.14165859030837,6.0,5.220925110132159,13.50947577092511,13.905785609397945,13.112393538913365,0.562043307467364,0.28508404966175804,0.26881863102403575,0.01626541863772227,0.04367364134250808,150000.0,28590.800000000017,0.04303547392072831
2025-12-01,Pattaya_Central,16315,797154.35,166222.6,97890,85238.0,215799.945,447803.75,232003.80500000002,761.0,13381.63,218622.17500000002,48.860211461844926,48.860211461844926,10.18832975789151,6.0,5.224517315353968,13.227088262335275,14.220276126264176,13.400072019613853,0.5617528775951609,0.29104000373327954,0.2742532547178599,0.016786749015419662,0.0445654720074959,180000.0,38622.17500000002,0.048450058636699427
